0 58 1.9053 1 1 -0.45692 0.76756 0.955472 0.0934033 1.61222 1.47335 
1 173 5.7424 1 1 -0.44689 2.9217 0.890255 0.0674663 1.58582 1.49516 
2 96 3.1732 1 1 -0.44536 2.9629 0.873204 -0.0359281 1.62546 1.61192 
3 100 3.3067 1 1 -0.44697 1.5585 0.774513 0.023988 1.61033 1.53983 
4 206 6.8435 1 1 -0.45671 1.2301 0.790555 0.193403 1.62355 1.33087 
5 168 5.5756 1 0 2.8145 -0.47701 0.0209581 0.512425 -0.16159 0.040877 
6 1 0.0033668 1 1 -0.19283 1.8591 0.369832 -0.265236 1.56983 2.19296 
7 77 2.5392 1 0 1.7825 -0.45735 0.0389805 0.97916 -0.016489 0.0397891 
8 1 0.0033668 1 0 1.6656 -0.028334 0.1004 0.10506 -0.00042602 0.76272 
9 1 0.0033668 0 0 0.73598 0.0046678 -0.192708 0.272129 -0 -0.616175 
10 1 0.0033668 0 0 2.6985 -0.030874 0.226275 -0.0148203 -0 1.6362 
11 31 1.0044 0 0 2.6444 -0.45766 -0.11994 0.987856 -0 -0.120823 
12 37 1.2046 0 0 1.6681 -0.45644 -0.0374813 0.856972 -0 -0.043709 
13 39 1.2713 0 0 0.62777 -0.44474 0.057485 0.879341 -0 0.0652799 
14 69 2.2723 0 0 2.5283 -0.4655 -0.122754 0.80988 -0 -0.150426 
15 77 2.5392 0 0 1.1766 -0.45734 -0.178411 0.911694 -0 -0.193249 
16 83 2.7394 0 0 0.56411 -0.44785 -0.129835 0.878561 -0 -0.14672 
17 104 3.4401 0 0 1.7026 -0.45252 -0.0029985 0.851874 -0 -0.00351987 
18 106 3.5069 0 0 2.5435 -0.44984 -0.157421 0.7997 -0 -0.194365 
19 125 4.1408 0 0 0.85097 -0.46826 0.270315 0.945427 -0 0.278488 
20 125 4.1408 0 0 2.0687 -0.44259 0.0989505 0.98081 -0 0.100546 
21 137 4.5412 0 0 2.7063 -0.47485 0.392804 0.681259 -0 0.523024 
22 161 5.342 0 0 1.6844 -0.4808 -0.0254873 0.590855 -0 -0.0431095 
23 164 5.4421 0 0 0.67401 -0.46232 0.0704648 0.549925 -0 0.127441 
24 173 5.7424 0 0 2.2339 -0.46298 -0.0209895 0.749475 -0 -0.0279983 
25 188 6.2429 0 0 1.2631 -0.4797 -0.386807 0.485907 -0 -0.672328 
26 195 6.4765 0 0 2.8338 -0.47052 -0.217066 0.646707 -0 -0.323832 
27 213 7.0771 0 0 0.75153 -0.47566 -0.118862 0.516317 -0 -0.226269 
28 217 7.2106 0 0 1.9456 -0.479 -0.0464768 0.462519 -0 -0.10015 
29 226 7.5109 0 0 2.4652 -0.45893 -0.0509745 0.735382 -0 -0.0692063 
30 252 8.3784 0 0 0.95792 -0.48167 -0.169461 0.417216 -0 -0.385815 
31 258 8.5786 0 0 1.9691 -0.48616 0.411677 0.267515 -0 0.994549 
32 337 11.215 0 0 0.76219 -0.47148 0.0519403 0.423433 -0 0.122055 
33 1 0.0033668 0 1 -0.32563 2.8052 0.17038 -0.085415 1.5708 2.0355 
34 1 0.0033668 0 1 -0.37252 0.76019 0.109541 -0.0085415 1.5708 1.64861 
35 32 1.0377 0 1 -0.4599 1.7972 0.905097 0.0989505 1.5708 1.4619 
36 36 1.1712 0 1 -0.43085 3.0015 1.1729 0.0449102 1.5708 1.53253 
37 69 2.2723 0 1 -0.46817 1.4033 0.744162 -0.149701 1.5708 1.76931 
38 70 2.3057 0 1 -0.44946 2.8447 0.843028 -0.0974513 1.5708 1.68588 
39 88 2.9063 0 1 -0.44054 2.017 0.933583 -0.11994 1.5708 1.69857 
40 92 3.0397 0 1 -0.43752 0.71245 1.02399 0.196252 1.5708 1.38144 
41 128 4.2409 0 1 -0.45804 1.0501 0.894003 0.221889 1.5708 1.32752 
42 129 4.2743 0 1 -0.46612 1.9285 0.988623 0.131737 1.5708 1.43832 
43 129 4.2743 0 1 -0.45727 3.1709 0.869461 0.00149701 1.5708 1.56907 
44 144 4.7748 0 1 -0.45776 2.4051 0.799251 0.148204 1.5708 1.38745 
45 156 5.1752 0 1 -0.44802 1.4977 0.890569 -0.0598802 1.5708 1.63793 
46 164 5.4421 0 1 -0.466 0.75502 0.974513 -0.1003 1.5708 1.67336 
47 173 5.7424 0 1 -0.47099 1.986 0.677211 0.0284858 1.5708 1.52876 
48 192 6.3764 0 1 -0.46638 2.3308 0.699551 0.011976 1.5708 1.55368 
49 198 6.5766 0 1 -0.46676 1.6797 0.559581 -0.20509 1.5708 1.9221 
50 200 6.6433 0 1 -0.45535 3.0273 0.842729 0.149925 1.5708 1.39473 
51 207 6.8769 0 1 -0.46609 0.49204 0.722156 0.00703593 1.5708 1.56105 
52 226 7.5109 0 1 -0.45974 2.5219 0.75997 -0.355322 1.5708 2.00815 
53 244 8.1115 0 1 -0.45733 1.8012 0.706897 0.269865 1.5708 1.20611 
54 273 9.0791 0 1 -0.46957 2.734 0.587725 -0.106287 1.5708 1.74971 
55 283 9.4128 0 1 -0.47785 1.5172 0.417391 0.386807 1.5708 0.823411 
