0 146 4.8442 1 1 -0.45934 2.1662 0.686976 0.167665 1.57485 1.33141 
1 1 0.0060334 1 1 -0.28771 2.7981 0.00689314 0.0149851 1.57023 0.431139 
2 228 7.5803 1 1 -0.46379 2.5167 0.894153 -0.34033 1.50944 1.93448 
3 257 8.5479 1 1 -0.46844 0.75108 0.488772 -0.232485 1.57848 2.01478 
4 31 1.007 1 1 -0.46624 1.3377 0.711824 -0.119886 1.58705 1.73765 
5 99 3.276 1 0 1.5451 -0.46622 -0.169415 0.671364 -0.16602 -0.247184 
6 76 2.5085 1 1 -0.47631 2.0848 0.686507 0.2009 1.45896 1.28611 
7 63 2.0748 1 0 0.90852 -0.43649 0.262069 0.715592 -0.027493 0.351057 
8 261 8.6814 1 0 1.6751 -0.46183 0.298351 0.649025 0.12523 0.430883 
9 1 0.0060334 0 0 0.84926 -0.090977 -0.105645 0.164446 -0 -0.571033 
10 1 0.0060334 0 0 1.5784 -0.44766 0.0419583 0.199002 -0 0.2078 
11 1 0.0060334 0 0 2.1884 -0.33385 -0.0284717 0.157643 -0 -0.178682 
12 44 1.4408 0 0 0.38231 -0.46596 0.0116766 0.390719 -0 0.0298762 
13 45 1.4742 0 0 2.2336 -0.46216 -0.0209895 0.92084 -0 -0.0227899 
14 52 1.7077 0 0 1.5455 -0.46957 0.0284858 0.783508 -0 0.0363407 
15 77 2.5419 0 0 2.4272 -0.46181 -0.215569 0.678892 -0 -0.307461 
16 105 3.4762 0 0 0.63294 -0.47577 0.0172414 0.723538 -0 0.0238247 
17 118 3.9099 0 0 2.4585 -0.48389 -0.110945 0.468366 -0 -0.232589 
18 132 4.3771 0 0 1.1563 -0.48054 0.17991 0.503298 -0 0.343307 
19 134 4.4438 0 0 1.8857 -0.4632 0.251497 0.556138 -0 0.424699 
20 157 5.2112 0 0 2.6502 -0.48191 -0.241379 0.577961 -0 -0.39562 
21 169 5.6116 0 0 1.6157 -0.48661 -0.277361 0.369415 -0 -0.64402 
22 167 5.5449 0 0 0.7405 -0.46533 -0.216766 0.636976 -0 -0.328012 
23 202 6.7127 0 0 2.5014 -0.47641 -0.131934 0.566417 -0 -0.228847 
24 208 6.9129 0 0 0.44131 -0.47411 0.151274 0.607796 -0 0.243934 
25 212 7.0464 0 0 1.1475 -0.48102 -0.257485 0.601048 -0 -0.404741 
26 216 7.1799 0 0 1.7037 -0.47063 -0.0404798 0.455622 -0 -0.0886124 
27 242 8.0474 0 0 2.5287 -0.4624 0.0523952 0.514072 -0 0.101571 
28 253 8.4144 0 0 0.95596 -0.46455 0.0373313 0.662219 -0 0.0563135 
29 282 9.3821 0 0 1.2853 -0.45393 0.163418 0.655922 -0 0.244172 
30 285 9.4822 0 0 2.7713 -0.47574 -0.0164918 0.742429 -0 -0.0222096 
31 308 10.25 0 0 0.51324 -0.47217 -0.45209 0.637164 -0 -0.617096 
32 312 10.383 0 0 1.6909 -0.4703 -0.190909 0.59697 -0 -0.309519 
33 1 0.0060334 0 1 -0.15776 2.0468 0.0654848 -0.0269732 1.5708 1.96152 
34 1 0.0060334 0 1 -0.13751 0.48225 0.128123 0.0798705 1.5708 1.01335 
35 1 0.0060334 0 1 -0.099304 1.3464 0.201564 0.157343 1.5708 0.90799 
36 32 1.0404 0 1 -0.46181 0.44722 0.738024 0.326048 1.5708 1.15479 
37 44 1.4408 0 1 -0.46839 2.0427 0.711527 -0.200599 1.5708 1.84559 
38 49 1.6076 0 1 -0.4584 2.8891 0.755772 -0.0704648 1.5708 1.66376 
39 71 2.3417 0 1 -0.46448 0.46454 0.730838 0.102545 1.5708 1.4314 
40 70 2.3083 0 1 -0.47277 1.3336 0.778561 0.116942 1.5708 1.42171 
41 84 2.7755 0 1 -0.45276 2.7914 0.749625 -0.164918 1.5708 1.78735 
42 107 3.5429 0 1 -0.45085 1.1767 1.03039 0.251497 1.5708 1.3314 
43 110 3.643 0 1 -0.46616 2.138 0.863922 -0.211078 1.5708 1.81043 
44 121 4.01 0 1 -0.45759 2.8299 0.763418 0.0314843 1.5708 1.52958 
45 125 4.1435 0 1 -0.44908 0.53496 1.06018 0.00284431 1.5708 1.56811 
46 154 5.1111 0 1 -0.45768 1.511 0.866267 0.145427 1.5708 1.40447 
47 156 5.1779 0 1 -0.45088 2.7753 0.751574 -0.110945 1.5708 1.71735 
48 161 5.3447 0 1 -0.4522 0.40675 1.06437 0.0411677 1.5708 1.53214 
49 187 6.2122 0 1 -0.4558 2.6087 0.691904 0.0134933 1.5708 1.5513 
50 191 6.3457 0 1 -0.46004 1.5515 0.684581 -0.0808383 1.5708 1.68834 
51 211 7.013 0 1 -0.46062 0.75357 0.638831 0.27946 1.5708 1.15842 
52 235 7.8138 0 1 -0.47398 1.6816 0.692804 0.0134933 1.5708 1.55132 
53 244 8.1141 0 1 -0.45599 2.9886 0.727586 -0.05997 1.5708 1.65303 
54 261 8.6814 0 1 -0.45128 2.3434 0.642279 -0.122939 1.5708 1.75992 
55 265 8.8148 0 1 -0.47595 1.738 0.676762 -0.0794603 1.5708 1.68767 
