R0 0.75
CR 0.62
CT 0.08
ETA -0.43
K 1.52
VP 1.639
S0 0.5
CC 0.5282
COOL_RAD 2
VELOVER 0
RMAX 3
BODY_RADIUS 0.08504
EXTERN_DISK 0.2363
BODY_DIAMETER 0.17008
EXTERN_DISK_2 0.4726
EXTERN_RADIUS 0.32134
EXTERN_DIAMETER 0.64268
RADIUS_VIEW 10
KT 0
KTT 0
CBO 6.821
MU 0
TMAX 0
BETA 0
KVT 0
KSTEP 4.848
GD2 0.2918
GS 0.2126
EBV 0.6245
SIG_DRIFT 0
